Time_ns,Coherence,Sigma_x,Sigma_y,Sigma_z,Threshold
95.0951,4.6e-05,4.6e-05,0.0,0.613627,0.367879
95.2953,4.5e-05,4.5e-05,0.0,0.614399,0.367879
95.4955,4.4e-05,4.4e-05,0.0,0.615171,0.367879
95.6957,4.3e-05,4.3e-05,0.0,0.61594,0.367879
95.8959,4.2e-05,4.2e-05,0.0,0.616708,0.367879
96.0961,4.1e-05,4.1e-05,0.0,0.617475,0.367879
96.2963,4.1e-05,4.1e-05,0.0,0.61824,0.367879
96.4965,4e-05,4e-05,0.0,0.619003,0.367879
96.6967,3.9e-05,3.9e-05,0.0,0.619765,0.367879
96.8969,3.8e-05,3.8e-05,0.0,0.620526,0.367879
97.0971,3.7e-05,3.7e-05,0.0,0.621285,0.367879
97.2973,3.7e-05,3.7e-05,0.0,0.622042,0.367879
97.4975,3.6e-05,3.6e-05,0.0,0.622798,0.367879
97.6977,3.5e-05,3.5e-05,0.0,0.623553,0.367879
97.8979,3.4e-05,3.4e-05,0.0,0.624306,0.367879
98.0981,3.4e-05,3.4e-05,0.0,0.625057,0.367879
98.2983,3.3e-05,3.3e-05,0.0,0.625807,0.367879
98.4985,3.2e-05,3.2e-05,0.0,0.626555,0.367879
98.6987,3.2e-05,3.2e-05,0.0,0.627302,0.367879
98.8989,3.1e-05,3.1e-05,0.0,0.628047,0.367879
99.0991,3e-05,3e-05,0.0,0.628791,0.367879
99.2993,3e-05,3e-05,0.0,0.629534,0.367879
99.4995,2.9e-05,2.9e-05,0.0,0.630275,0.367879
99.6997,2.8e-05,2.8e-05,0.0,0.631014,0.367879
99.8999,2.8e-05,2.8e-05,0.0,0.631752,0.367879
100.1001,2.7e-05,2.7e-05,0.0,0.632489,0.367879
100.3003,2.7e-05,2.7e-05,0.0,0.633224,0.367879
100.5005,2.6e-05,2.6e-05,0.0,0.633957,0.367879
100.7007,2.6e-05,2.6e-05,0.0,0.634689,0.367879
100.9009,2.5e-05,2.5e-05,0.0,0.63542,0.367879
101.1011,2.5e-05,2.5e-05,0.0,0.636149,0.367879
101.3013,2.4e-05,2.4e-05,0.0,0.636877,0.367879
101.5015,2.4e-05,2.4e-05,0.0,0.637603,0.367879
101.7017,2.3e-05,2.3e-05,0.0,0.638328,0.367879
101.9019,2.3e-05,2.3e-05,0.0,0.639051,0.367879
102.1021,2.2e-05,2.2e-05,0.0,0.639773,0.367879
102.3023,2.2e-05,2.2e-05,0.0,0.640493,0.367879
102.5025,2.1e-05,2.1e-05,0.0,0.641213,0.367879
102.7027,2.1e-05,2.1e-05,0.0,0.64193,0.367879
102.9029,2e-05,2e-05,0.0,0.642646,0.367879
103.1031,2e-05,2e-05,0.0,0.643361,0.367879
103.3033,1.9e-05,1.9e-05,0.0,0.644074,0.367879
103.5035,1.9e-05,1.9e-05,0.0,0.644786,0.367879
103.7037,1.9e-05,1.9e-05,0.0,0.645496,0.367879
103.9039,1.8e-05,1.8e-05,0.0,0.646205,0.367879
104.1041,1.8e-05,1.8e-05,0.0,0.646913,0.367879
104.3043,1.8e-05,1.8e-05,0.0,0.647619,0.367879
104.5045,1.7e-05,1.7e-05,0.0,0.648324,0.367879
104.7047,1.7e-05,1.7e-05,0.0,0.649027,0.367879
104.9049,1.6e-05,1.6e-05,0.0,0.649729,0.367879
105.1051,1.6e-05,1.6e-05,0.0,0.65043,0.367879
105.3053,1.6e-05,1.6e-05,0.0,0.651129,0.367879
105.5055,1.5e-05,1.5e-05,0.0,0.651827,0.367879
105.7057,1.5e-05,1.5e-05,0.0,0.652523,0.367879
105.9059,1.5e-05,1.5e-05,0.0,0.653218,0.367879
106.1061,1.5e-05,1.5e-05,0.0,0.653912,0.367879
106.3063,1.4e-05,1.4e-05,0.0,0.654604,0.367879
106.5065,1.4e-05,1.4e-05,0.0,0.655295,0.367879
106.7067,1.4e-05,1.4e-05,0.0,0.655984,0.367879
106.9069,1.3e-05,1.3e-05,0.0,0.656672,0.367879
107.1071,1.3e-05,1.3e-05,0.0,0.657359,0.367879
107.3073,1.3e-05,1.3e-05,0.0,0.658044,0.367879
107.5075,1.3e-05,1.3e-05,0.0,0.658728,0.367879
107.7077,1.2e-05,1.2e-05,0.0,0.65941,0.367879
107.9079,1.2e-05,1.2e-05,0.0,0.660092,0.367879
108.1081,1.2e-05,1.2e-05,0.0,0.660771,0.367879
108.3083,1.2e-05,1.2e-05,0.0,0.66145,0.367879
108.5085,1.1e-05,1.1e-05,0.0,0.662127,0.367879
108.7087,1.1e-05,1.1e-05,0.0,0.662803,0.367879
108.9089,1.1e-05,1.1e-05,0.0,0.663477,0.367879
109.1091,1.1e-05,1.1e-05,0.0,0.66415,0.367879
109.3093,1e-05,1e-05,0.0,0.664822,0.367879
109.5095,1e-05,1e-05,0.0,0.665492,0.367879
109.7097,1e-05,1e-05,0.0,0.666161,0.367879
109.9099,1e-05,1e-05,0.0,0.666829,0.367879
110.1101,1e-05,1e-05,0.0,0.667495,0.367879
110.3103,9e-06,9e-06,0.0,0.66816,0.367879
110.5105,9e-06,9e-06,0.0,0.668824,0.367879
110.7107,9e-06,9e-06,0.0,0.669486,0.367879
110.9109,9e-06,9e-06,0.0,0.670147,0.367879
111.1111,9e-06,9e-06,0.0,0.670807,0.367879
111.3113,8e-06,8e-06,0.0,0.671465,0.367879
111.5115,8e-06,8e-06,0.0,0.672122,0.367879
111.7117,8e-06,8e-06,0.0,0.672778,0.367879
111.9119,8e-06,8e-06,0.0,0.673433,0.367879
112.1121,8e-06,8e-06,0.0,0.674086,0.367879
112.3123,8e-06,8e-06,0.0,0.674738,0.367879
112.5125,7e-06,7e-06,0.0,0.675388,0.367879
112.7127,7e-06,7e-06,0.0,0.676037,0.367879
112.9129,7e-06,7e-06,0.0,0.676685,0.367879
113.1131,7e-06,7e-06,0.0,0.677332,0.367879
113.3133,7e-06,7e-06,0.0,0.677977,0.367879
113.5135,7e-06,7e-06,0.0,0.678621,0.367879
113.7137,7e-06,7e-06,0.0,0.679264,0.367879
113.9139,6e-06,6e-06,0.0,0.679906,0.367879
114.1141,6e-06,6e-06,0.0,0.680546,0.367879
114.3143,6e-06,6e-06,0.0,0.681185,0.367879
114.5145,6e-06,6e-06,0.0,0.681822,0.367879
114.7147,6e-06,6e-06,0.0,0.682459,0.367879
114.9149,6e-06,6e-06,0.0,0.683094,0.367879
115.1151,6e-06,6e-06,0.0,0.683728,0.367879
115.3153,6e-06,6e-06,0.0,0.68436,0.367879
115.5155,5e-06,5e-06,0.0,0.684991,0.367879
115.7157,5e-06,5e-06,0.0,0.685621,0.367879
115.9159,5e-06,5e-06,0.0,0.68625,0.367879
116.1161,5e-06,5e-06,0.0,0.686878,0.367879
116.3163,5e-06,5e-06,0.0,0.687504,0.367879
116.5165,5e-06,5e-06,0.0,0.688129,0.367879
116.7167,5e-06,5e-06,0.0,0.688753,0.367879
116.9169,5e-06,5e-06,0.0,0.689375,0.367879
117.1171,5e-06,5e-06,0.0,0.689996,0.367879
117.3173,4e-06,4e-06,0.0,0.690616,0.367879
117.5175,4e-06,4e-06,0.0,0.691235,0.367879
117.7177,4e-06,4e-06,0.0,0.691853,0.367879
117.9179,4e-06,4e-06,0.0,0.692469,0.367879
118.1181,4e-06,4e-06,0.0,0.693084,0.367879
118.3183,4e-06,4e-06,0.0,0.693698,0.367879
118.5185,4e-06,4e-06,0.0,0.69431,0.367879
118.7187,4e-06,4e-06,0.0,0.694922,0.367879
118.9189,4e-06,4e-06,0.0,0.695532,0.367879
119.1191,4e-06,4e-06,0.0,0.696141,0.367879
119.3193,4e-06,4e-06,0.0,0.696749,0.367879
119.5195,4e-06,4e-06,0.0,0.697355,0.367879
119.7197,3e-06,3e-06,0.0,0.69796,0.367879
119.9199,3e-06,3e-06,0.0,0.698564,0.367879
120.1201,3e-06,3e-06,0.0,0.699167,0.367879
120.3203,3e-06,3e-06,0.0,0.699769,0.367879
120.5205,3e-06,3e-06,0.0,0.700369,0.367879
120.7207,3e-06,3e-06,0.0,0.700969,0.367879
120.9209,3e-06,3e-06,0.0,0.701567,0.367879
121.1211,3e-06,3e-06,0.0,0.702164,0.367879
121.3213,3e-06,3e-06,0.0,0.702759,0.367879
121.5215,3e-06,3e-06,0.0,0.703354,0.367879
121.7217,3e-06,3e-06,0.0,0.703947,0.367879
121.9219,3e-06,3e-06,0.0,0.704539,0.367879
122.1221,3e-06,3e-06,0.0,0.70513,0.367879
122.3223,3e-06,3e-06,0.0,0.70572,0.367879
122.5225,3e-06,3e-06,0.0,0.706308,0.367879
122.7227,3e-06,3e-06,0.0,0.706896,0.367879
122.9229,2e-06,2e-06,0.0,0.707482,0.367879
123.1231,2e-06,2e-06,0.0,0.708067,0.367879
123.3233,2e-06,2e-06,0.0,0.708651,0.367879
123.5235,2e-06,2e-06,0.0,0.709234,0.367879
123.7237,2e-06,2e-06,0.0,0.709815,0.367879
123.9239,2e-06,2e-06,0.0,0.710396,0.367879
124.1241,2e-06,2e-06,0.0,0.710975,0.367879
124.3243,2e-06,2e-06,0.0,0.711553,0.367879
124.5245,2e-06,2e-06,0.0,0.71213,0.367879
124.7247,2e-06,2e-06,0.0,0.712705,0.367879
124.9249,2e-06,2e-06,0.0,0.71328,0.367879
125.1251,2e-06,2e-06,0.0,0.713853,0.367879
125.3253,2e-06,2e-06,0.0,0.714426,0.367879
125.5255,2e-06,2e-06,0.0,0.714997,0.367879
125.7257,2e-06,2e-06,0.0,0.715567,0.367879
125.9259,2e-06,2e-06,0.0,0.716136,0.367879
126.1261,2e-06,2e-06,0.0,0.716704,0.367879
126.3263,2e-06,2e-06,0.0,0.71727,0.367879
126.5265,2e-06,2e-06,0.0,0.717836,0.367879
126.7267,2e-06,2e-06,0.0,0.7184,0.367879
126.9269,2e-06,2e-06,0.0,0.718963,0.367879
127.1271,2e-06,2e-06,0.0,0.719525,0.367879
127.3273,2e-06,2e-06,0.0,0.720086,0.367879
127.5275,2e-06,2e-06,0.0,0.720646,0.367879
127.7277,1e-06,1e-06,0.0,0.721205,0.367879
127.9279,1e-06,1e-06,0.0,0.721762,0.367879
128.1281,1e-06,1e-06,0.0,0.722319,0.367879
128.3283,1e-06,1e-06,0.0,0.722874,0.367879
128.5285,1e-06,1e-06,0.0,0.723428,0.367879
128.7287,1e-06,1e-06,0.0,0.723981,0.367879
128.9289,1e-06,1e-06,0.0,0.724534,0.367879
129.1291,1e-06,1e-06,0.0,0.725084,0.367879
129.3293,1e-06,1e-06,0.0,0.725634,0.367879
129.5295,1e-06,1e-06,0.0,0.726183,0.367879
129.7297,1e-06,1e-06,0.0,0.726731,0.367879
129.9299,1e-06,1e-06,0.0,0.727277,0.367879
130.1301,1e-06,1e-06,0.0,0.727823,0.367879
130.3303,1e-06,1e-06,0.0,0.728367,0.367879
130.5305,1e-06,1e-06,0.0,0.72891,0.367879
130.7307,1e-06,1e-06,0.0,0.729452,0.367879
130.9309,1e-06,1e-06,0.0,0.729994,0.367879
131.1311,1e-06,1e-06,0.0,0.730534,0.367879
131.3313,1e-06,1e-06,0.0,0.731072,0.367879
131.5315,1e-06,1e-06,0.0,0.73161,0.367879
131.7317,1e-06,1e-06,0.0,0.732147,0.367879
131.9319,1e-06,1e-06,0.0,0.732683,0.367879
132.1321,1e-06,1e-06,0.0,0.733217,0.367879
132.3323,1e-06,1e-06,0.0,0.733751,0.367879
132.5325,1e-06,1e-06,0.0,0.734283,0.367879
132.7327,1e-06,1e-06,0.0,0.734815,0.367879
132.9329,1e-06,1e-06,0.0,0.735345,0.367879
133.1331,1e-06,1e-06,0.0,0.735875,0.367879
133.3333,1e-06,1e-06,0.0,0.736403,0.367879
133.5335,1e-06,1e-06,0.0,0.73693,0.367879
133.7337,1e-06,1e-06,0.0,0.737456,0.367879
133.9339,1e-06,1e-06,0.0,0.737981,0.367879
134.1341,1e-06,1e-06,0.0,0.738505,0.367879
134.3343,1e-06,1e-06,0.0,0.739028,0.367879
134.5345,1e-06,1e-06,0.0,0.73955,0.367879
134.7347,1e-06,1e-06,0.0,0.740071,0.367879
134.9349,1e-06,1e-06,0.0,0.740591,0.367879
135.1351,1e-06,1e-06,0.0,0.74111,0.367879
135.3353,1e-06,1e-06,0.0,0.741628,0.367879
135.5355,1e-06,1e-06,0.0,0.742144,0.367879
135.7357,1e-06,1e-06,0.0,0.74266,0.367879
135.9359,1e-06,1e-06,0.0,0.743175,0.367879
136.1361,1e-06,1e-06,0.0,0.743688,0.367879
136.3363,1e-06,1e-06,0.0,0.744201,0.367879
136.5365,1e-06,1e-06,0.0,0.744713,0.367879
136.7367,1e-06,1e-06,0.0,0.745223,0.367879
136.9369,1e-06,1e-06,0.0,0.745733,0.367879
137.1371,1e-06,1e-06,0.0,0.746241,0.367879
137.3373,1e-06,1e-06,0.0,0.746749,0.367879
137.5375,1e-06,1e-06,0.0,0.747255,0.367879
137.7377,1e-06,1e-06,0.0,0.747761,0.367879
137.9379,1e-06,1e-06,0.0,0.748265,0.367879
138.1381,1e-06,1e-06,0.0,0.748769,0.367879
138.3383,0.0,0.0,0.0,0.749271,0.367879
138.5385,0.0,0.0,0.0,0.749773,0.367879
138.7387,0.0,0.0,0.0,0.750273,0.367879
138.9389,0.0,0.0,0.0,0.750773,0.367879
139.1391,0.0,0.0,0.0,0.751271,0.367879
139.3393,0.0,0.0,0.0,0.751768,0.367879
139.5395,0.0,0.0,0.0,0.752265,0.367879
139.7397,0.0,0.0,0.0,0.75276,0.367879
139.9399,0.0,0.0,0.0,0.753255,0.367879
140.1401,0.0,0.0,0.0,0.753748,0.367879
140.3403,0.0,0.0,0.0,0.754241,0.367879
140.5405,0.0,0.0,0.0,0.754732,0.367879
140.7407,0.0,0.0,0.0,0.755223,0.367879
140.9409,0.0,0.0,0.0,0.755712,0.367879
141.1411,0.0,0.0,0.0,0.756201,0.367879
141.3413,0.0,0.0,0.0,0.756689,0.367879
141.5415,0.0,0.0,0.0,0.757175,0.367879
141.7417,0.0,0.0,0.0,0.757661,0.367879
141.9419,0.0,0.0,0.0,0.758146,0.367879
142.1421,0.0,0.0,0.0,0.758629,0.367879
142.3423,0.0,0.0,0.0,0.759112,0.367879
142.5425,0.0,0.0,0.0,0.759594,0.367879
142.7427,0.0,0.0,0.0,0.760075,0.367879
142.9429,0.0,0.0,0.0,0.760554,0.367879
143.1431,0.0,0.0,0.0,0.761033,0.367879
143.3433,0.0,0.0,0.0,0.761511,0.367879
143.5435,0.0,0.0,0.0,0.761988,0.367879
143.7437,0.0,0.0,0.0,0.762464,0.367879
143.9439,0.0,0.0,0.0,0.762939,0.367879
144.1441,0.0,0.0,0.0,0.763414,0.367879
144.3443,0.0,0.0,0.0,0.763887,0.367879
144.5445,0.0,0.0,0.0,0.764359,0.367879
144.7447,0.0,0.0,0.0,0.76483,0.367879
144.9449,0.0,0.0,0.0,0.765301,0.367879
145.1451,0.0,0.0,0.0,0.76577,0.367879
145.3453,0.0,0.0,0.0,0.766238,0.367879
145.5455,0.0,0.0,0.0,0.766706,0.367879
145.7457,0.0,0.0,0.0,0.767173,0.367879
145.9459,0.0,0.0,0.0,0.767638,0.367879
146.1461,0.0,0.0,0.0,0.768103,0.367879
146.3463,0.0,0.0,0.0,0.768567,0.367879
146.5465,0.0,0.0,0.0,0.76903,0.367879
146.7467,0.0,0.0,0.0,0.769491,0.367879
146.9469,0.0,0.0,0.0,0.769952,0.367879
147.1471,0.0,0.0,0.0,0.770413,0.367879
147.3473,0.0,0.0,0.0,0.770872,0.367879
147.5475,0.0,0.0,0.0,0.77133,0.367879
147.7477,0.0,0.0,0.0,0.771787,0.367879
147.9479,0.0,0.0,0.0,0.772244,0.367879
148.1481,0.0,0.0,0.0,0.772699,0.367879
148.3483,0.0,0.0,0.0,0.773154,0.367879
148.5485,0.0,0.0,0.0,0.773608,0.367879
148.7487,0.0,0.0,0.0,0.77406,0.367879
148.9489,0.0,0.0,0.0,0.774512,0.367879
149.1491,0.0,0.0,0.0,0.774963,0.367879
149.3493,0.0,0.0,0.0,0.775413,0.367879
149.5495,0.0,0.0,0.0,0.775862,0.367879
149.7497,0.0,0.0,0.0,0.776311,0.367879
149.9499,0.0,0.0,0.0,0.776758,0.367879
150.1502,0.0,0.0,0.0,0.777205,0.367879
150.3504,0.0,0.0,0.0,0.77765,0.367879
150.5506,0.0,0.0,0.0,0.778095,0.367879
150.7508,0.0,0.0,0.0,0.778539,0.367879
150.951,0.0,0.0,0.0,0.778982,0.367879
151.1512,0.0,0.0,0.0,0.779424,0.367879
151.3514,0.0,0.0,0.0,0.779865,0.367879
151.5516,0.0,0.0,0.0,0.780305,0.367879
151.7518,0.0,0.0,0.0,0.780744,0.367879
151.952,0.0,0.0,0.0,0.781183,0.367879
152.1522,0.0,0.0,0.0,0.781621,0.367879
152.3524,0.0,0.0,0.0,0.782057,0.367879
152.5526,0.0,0.0,0.0,0.782493,0.367879
152.7528,0.0,0.0,0.0,0.782928,0.367879
152.953,0.0,0.0,0.0,0.783362,0.367879
153.1532,0.0,0.0,0.0,0.783796,0.367879
153.3534,0.0,0.0,0.0,0.784228,0.367879
153.5536,0.0,0.0,0.0,0.78466,0.367879
153.7538,0.0,0.0,0.0,0.78509,0.367879
153.954,0.0,0.0,0.0,0.78552,0.367879
154.1542,0.0,0.0,0.0,0.785949,0.367879
154.3544,0.0,0.0,0.0,0.786377,0.367879
154.5546,0.0,0.0,0.0,0.786804,0.367879
154.7548,0.0,0.0,0.0,0.787231,0.367879
154.955,0.0,0.0,0.0,0.787656,0.367879
155.1552,0.0,0.0,0.0,0.788081,0.367879
155.3554,0.0,0.0,0.0,0.788505,0.367879
155.5556,0.0,0.0,0.0,0.788928,0.367879
155.7558,0.0,0.0,0.0,0.78935,0.367879
155.956,0.0,0.0,0.0,0.789771,0.367879
156.1562,0.0,0.0,0.0,0.790192,0.367879
156.3564,0.0,0.0,0.0,0.790611,0.367879
156.5566,0.0,0.0,0.0,0.79103,0.367879
156.7568,0.0,0.0,0.0,0.791448,0.367879
156.957,0.0,0.0,0.0,0.791865,0.367879
157.1572,0.0,0.0,0.0,0.792282,0.367879
157.3574,0.0,0.0,0.0,0.792697,0.367879
157.5576,0.0,0.0,0.0,0.793112,0.367879
157.7578,0.0,0.0,0.0,0.793525,0.367879
157.958,0.0,0.0,0.0,0.793938,0.367879
158.1582,0.0,0.0,0.0,0.79435,0.367879
158.3584,0.0,0.0,0.0,0.794762,0.367879
158.5586,0.0,0.0,0.0,0.795172,0.367879
158.7588,0.0,0.0,0.0,0.795582,0.367879
158.959,0.0,0.0,0.0,0.795991,0.367879
159.1592,0.0,0.0,0.0,0.796399,0.367879
159.3594,0.0,0.0,0.0,0.796806,0.367879
159.5596,0.0,0.0,0.0,0.797212,0.367879
159.7598,0.0,0.0,0.0,0.797618,0.367879
159.96,0.0,0.0,0.0,0.798023,0.367879
160.1602,0.0,0.0,0.0,0.798427,0.367879
160.3604,0.0,0.0,0.0,0.79883,0.367879
160.5606,0.0,0.0,0.0,0.799232,0.367879
160.7608,0.0,0.0,0.0,0.799634,0.367879
160.961,0.0,0.0,0.0,0.800034,0.367879
161.1612,0.0,0.0,0.0,0.800434,0.367879
161.3614,0.0,0.0,0.0,0.800833,0.367879
161.5616,0.0,0.0,0.0,0.801232,0.367879
161.7618,0.0,0.0,0.0,0.801629,0.367879
161.962,0.0,0.0,0.0,0.802026,0.367879
162.1622,0.0,0.0,0.0,0.802422,0.367879
162.3624,0.0,0.0,0.0,0.802817,0.367879
162.5626,0.0,0.0,0.0,0.803211,0.367879
162.7628,0.0,0.0,0.0,0.803605,0.367879
162.963,0.0,0.0,0.0,0.803998,0.367879
163.1632,0.0,0.0,0.0,0.80439,0.367879
163.3634,0.0,0.0,0.0,0.804781,0.367879
163.5636,0.0,0.0,0.0,0.805172,0.367879
163.7638,0.0,0.0,0.0,0.805561,0.367879
163.964,0.0,0.0,0.0,0.80595,0.367879
164.1642,0.0,0.0,0.0,0.806338,0.367879
164.3644,0.0,0.0,0.0,0.806725,0.367879
164.5646,0.0,0.0,0.0,0.807112,0.367879
164.7648,0.0,0.0,0.0,0.807498,0.367879
164.965,0.0,0.0,0.0,0.807883,0.367879
165.1652,0.0,0.0,0.0,0.808267,0.367879
165.3654,0.0,0.0,0.0,0.80865,0.367879
165.5656,0.0,0.0,0.0,0.809033,0.367879
165.7658,0.0,0.0,0.0,0.809415,0.367879
165.966,0.0,0.0,0.0,0.809796,0.367879
166.1662,0.0,0.0,0.0,0.810177,0.367879
166.3664,0.0,0.0,0.0,0.810556,0.367879
166.5666,0.0,0.0,0.0,0.810935,0.367879
166.7668,0.0,0.0,0.0,0.811313,0.367879
166.967,0.0,0.0,0.0,0.811691,0.367879
167.1672,0.0,0.0,0.0,0.812067,0.367879
167.3674,0.0,0.0,0.0,0.812443,0.367879
167.5676,0.0,0.0,0.0,0.812818,0.367879
167.7678,0.0,0.0,0.0,0.813193,0.367879
167.968,0.0,0.0,0.0,0.813566,0.367879
168.1682,0.0,0.0,0.0,0.813939,0.367879
168.3684,0.0,0.0,0.0,0.814311,0.367879
168.5686,0.0,0.0,0.0,0.814683,0.367879
168.7688,0.0,0.0,0.0,0.815053,0.367879
168.969,0.0,0.0,0.0,0.815423,0.367879
169.1692,0.0,0.0,0.0,0.815792,0.367879
169.3694,0.0,0.0,0.0,0.816161,0.367879
169.5696,0.0,0.0,0.0,0.816528,0.367879
169.7698,0.0,-0.0,0.0,0.816895,0.367879
169.97,0.0,-0.0,0.0,0.817262,0.367879
170.1702,0.0,-0.0,0.0,0.817627,0.367879
170.3704,0.0,-0.0,0.0,0.817992,0.367879
170.5706,0.0,-0.0,0.0,0.818356,0.367879
170.7708,0.0,-0.0,0.0,0.818719,0.367879
170.971,0.0,-0.0,0.0,0.819082,0.367879
171.1712,0.0,-0.0,0.0,0.819444,0.367879
171.3714,0.0,-0.0,0.0,0.819805,0.367879
171.5716,0.0,-0.0,0.0,0.820165,0.367879
171.7718,0.0,-0.0,0.0,0.820525,0.367879
171.972,0.0,-0.0,0.0,0.820884,0.367879
172.1722,0.0,-0.0,0.0,0.821242,0.367879
172.3724,0.0,-0.0,0.0,0.821599,0.367879
172.5726,0.0,-0.0,0.0,0.821956,0.367879
172.7728,0.0,-0.0,0.0,0.822312,0.367879
172.973,0.0,-0.0,0.0,0.822668,0.367879
173.1732,0.0,-0.0,0.0,0.823022,0.367879
173.3734,0.0,-0.0,0.0,0.823376,0.367879
173.5736,0.0,-0.0,0.0,0.82373,0.367879
173.7738,0.0,-0.0,0.0,0.824082,0.367879
173.974,0.0,-0.0,0.0,0.824434,0.367879
174.1742,0.0,-0.0,0.0,0.824785,0.367879
174.3744,0.0,-0.0,0.0,0.825135,0.367879
174.5746,0.0,-0.0,0.0,0.825485,0.367879
174.7748,0.0,-0.0,0.0,0.825834,0.367879
174.975,0.0,-0.0,0.0,0.826183,0.367879
175.1752,0.0,-0.0,0.0,0.82653,0.367879
175.3754,0.0,-0.0,0.0,0.826877,0.367879
175.5756,0.0,-0.0,0.0,0.827223,0.367879
175.7758,0.0,-0.0,0.0,0.827569,0.367879
175.976,0.0,-0.0,0.0,0.827914,0.367879
176.1762,0.0,-0.0,0.0,0.828258,0.367879
176.3764,0.0,-0.0,0.0,0.828601,0.367879
176.5766,0.0,-0.0,0.0,0.828944,0.367879
176.7768,0.0,-0.0,0.0,0.829286,0.367879
176.977,0.0,-0.0,0.0,0.829628,0.367879
177.1772,0.0,-0.0,0.0,0.829969,0.367879
177.3774,0.0,-0.0,0.0,0.830309,0.367879
177.5776,0.0,-0.0,0.0,0.830648,0.367879
177.7778,0.0,-0.0,0.0,0.830987,0.367879
177.978,0.0,-0.0,0.0,0.831325,0.367879
178.1782,0.0,-0.0,0.0,0.831662,0.367879
178.3784,0.0,-0.0,0.0,0.831999,0.367879
178.5786,0.0,-0.0,0.0,0.832335,0.367879
178.7788,0.0,-0.0,0.0,0.83267,0.367879
178.979,0.0,0.0,0.0,0.833005,0.367879
179.1792,0.0,0.0,0.0,0.833339,0.367879
179.3794,0.0,0.0,0.0,0.833672,0.367879
179.5796,0.0,0.0,0.0,0.834005,0.367879
179.7798,0.0,0.0,0.0,0.834337,0.367879
179.98,0.0,0.0,0.0,0.834668,0.367879
180.1802,0.0,0.0,0.0,0.834999,0.367879
180.3804,0.0,0.0,0.0,0.835329,0.367879
180.5806,0.0,0.0,0.0,0.835658,0.367879
180.7808,0.0,0.0,0.0,0.835987,0.367879
180.981,0.0,0.0,0.0,0.836315,0.367879
181.1812,0.0,0.0,0.0,0.836642,0.367879
181.3814,0.0,0.0,0.0,0.836969,0.367879
181.5816,0.0,0.0,0.0,0.837295,0.367879
181.7818,0.0,0.0,0.0,0.83762,0.367879
181.982,0.0,0.0,0.0,0.837945,0.367879
182.1822,0.0,0.0,0.0,0.838269,0.367879
182.3824,0.0,0.0,0.0,0.838593,0.367879
182.5826,0.0,0.0,0.0,0.838915,0.367879
182.7828,0.0,0.0,0.0,0.839238,0.367879
182.983,0.0,0.0,0.0,0.839559,0.367879
183.1832,0.0,0.0,0.0,0.83988,0.367879
183.3834,0.0,0.0,0.0,0.8402,0.367879
183.5836,0.0,0.0,0.0,0.84052,0.367879
183.7838,0.0,0.0,0.0,0.840839,0.367879
183.984,0.0,0.0,0.0,0.841157,0.367879
184.1842,0.0,0.0,0.0,0.841475,0.367879
184.3844,0.0,0.0,0.0,0.841792,0.367879
184.5846,0.0,0.0,0.0,0.842108,0.367879
184.7848,0.0,0.0,0.0,0.842424,0.367879
184.985,0.0,0.0,0.0,0.842739,0.367879
185.1852,0.0,0.0,0.0,0.843054,0.367879
185.3854,0.0,0.0,0.0,0.843368,0.367879
185.5856,0.0,0.0,0.0,0.843681,0.367879
185.7858,0.0,0.0,0.0,0.843994,0.367879
185.986,0.0,0.0,0.0,0.844306,0.367879
186.1862,0.0,0.0,0.0,0.844617,0.367879
186.3864,0.0,0.0,0.0,0.844928,0.367879
186.5866,0.0,0.0,0.0,0.845238,0.367879
186.7868,0.0,0.0,0.0,0.845547,0.367879
186.987,0.0,0.0,0.0,0.845856,0.367879
187.1872,0.0,0.0,0.0,0.846165,0.367879
187.3874,0.0,0.0,0.0,0.846472,0.367879
187.5876,0.0,0.0,0.0,0.846779,0.367879
187.7878,0.0,0.0,0.0,0.847086,0.367879
187.988,0.0,0.0,0.0,0.847392,0.367879
188.1882,0.0,0.0,0.0,0.847697,0.367879
188.3884,0.0,0.0,0.0,0.848001,0.367879
188.5886,0.0,0.0,0.0,0.848305,0.367879
188.7888,0.0,0.0,0.0,0.848609,0.367879
188.989,0.0,0.0,0.0,0.848912,0.367879
189.1892,0.0,0.0,0.0,0.849214,0.367879
189.3894,0.0,-0.0,0.0,0.849515,0.367879
189.5896,0.0,-0.0,0.0,0.849816,0.367879
189.7898,0.0,-0.0,0.0,0.850117,0.367879
189.99,0.0,-0.0,0.0,0.850416,0.367879
190.1902,0.0,-0.0,0.0,0.850716,0.367879
190.3904,0.0,-0.0,0.0,0.851014,0.367879
190.5906,0.0,-0.0,0.0,0.851312,0.367879
190.7908,0.0,-0.0,0.0,0.851609,0.367879
190.991,0.0,-0.0,0.0,0.851906,0.367879
191.1912,0.0,-0.0,0.0,0.852202,0.367879
191.3914,0.0,-0.0,0.0,0.852498,0.367879
191.5916,0.0,-0.0,0.0,0.852793,0.367879
191.7918,0.0,-0.0,0.0,0.853087,0.367879
191.992,0.0,-0.0,0.0,0.853381,0.367879
192.1922,0.0,-0.0,0.0,0.853675,0.367879
192.3924,0.0,-0.0,0.0,0.853967,0.367879
192.5926,0.0,-0.0,0.0,0.854259,0.367879
192.7928,0.0,-0.0,0.0,0.854551,0.367879
192.993,0.0,-0.0,0.0,0.854842,0.367879
