Sim_ID,Mass_kg,E_grav_J,T_OR_s,T_OR_us,Quantum_OR
2469,5.7416e-14,1.3751e-29,7.6688e-06,7.6688,True
2470,1.0201e-13,4.3406e-29,2.4296e-06,2.4296,True
2471,6.9573e-15,2.0191e-31,5.2229e-04,522.2898,False
2472,3.6806e-12,5.6508e-26,1.8662e-09,0.0019,True
2473,2.3123e-12,2.2304e-26,4.7282e-09,0.0047,True
2474,4.6901e-13,9.1761e-28,1.1493e-07,0.1149,True
2475,9.3968e-14,3.6834e-29,2.8630e-06,2.863,True
2476,1.6519e-12,1.1383e-26,9.2643e-09,0.0093,True
2477,3.0428e-15,3.8623e-32,2.7304e-03,2730.4373,False
2478,8.3960e-13,2.9406e-27,3.5863e-08,0.0359,True
2479,2.8954e-15,3.4971e-32,3.0156e-03,3015.5985,False
2480,8.6649e-13,3.1319e-27,3.3672e-08,0.0337,True
2481,1.0473e-14,4.5751e-31,2.3050e-04,230.504,False
2482,1.7552e-12,1.2851e-26,8.2059e-09,0.0082,True
2483,3.1044e-12,4.0202e-26,2.6232e-09,0.0026,True
2484,3.5513e-15,5.2610e-32,2.0045e-03,2004.5032,False
2485,5.1454e-14,1.1044e-29,9.5487e-06,9.5487,True
2486,4.2525e-12,7.5435e-26,1.3980e-09,0.0014,True
2487,6.1392e-14,1.5722e-29,6.7077e-06,6.7077,True
2488,1.5640e-12,1.0204e-26,1.0335e-08,0.0103,True
2489,1.5056e-13,9.4555e-29,1.1153e-06,1.1153,True
2490,2.4453e-14,2.4943e-30,4.2279e-05,42.2788,True
2491,1.1405e-14,5.4262e-31,1.9435e-04,194.3483,False
2492,5.6457e-15,1.3296e-31,7.9316e-04,793.1552,False
2493,6.5746e-13,1.8031e-27,5.8486e-08,0.0585,True
2494,2.6903e-14,3.0192e-30,3.4929e-05,34.9291,True
2495,7.7838e-14,2.5274e-29,4.1726e-06,4.1726,True
2496,6.6236e-14,1.8301e-29,5.7623e-06,5.7623,True
2497,1.3656e-13,7.7797e-29,1.3555e-06,1.3555,True
2498,1.5913e-12,1.0563e-26,9.9840e-09,0.01,True
2499,4.2435e-12,7.5117e-26,1.4039e-09,0.0014,True
2500,3.2184e-14,4.3209e-30,2.4407e-05,24.4066,True
2501,1.1507e-12,5.5236e-27,1.9092e-08,0.0191,True
2502,6.7292e-13,1.8889e-27,5.5829e-08,0.0558,True
2503,1.3227e-13,7.2982e-29,1.4450e-06,1.445,True
2504,3.4387e-12,4.9325e-26,2.1380e-09,0.0021,True
2505,5.5150e-15,1.2688e-31,8.3117e-04,831.174,False
2506,2.5361e-15,2.6830e-32,3.9306e-03,3930.6135,False
2507,1.4414e-12,8.6665e-27,1.2168e-08,0.0122,True
2508,4.2112e-14,7.3976e-30,1.4256e-05,14.2556,True
2509,1.3580e-12,7.6933e-27,1.3708e-08,0.0137,True
2510,2.0115e-12,1.6878e-26,6.2483e-09,0.0062,True
2511,1.7023e-15,1.2088e-32,8.7243e-03,8724.346,False
2512,1.8531e-12,1.4325e-26,7.3616e-09,0.0074,True
2513,4.5532e-14,8.6482e-30,1.2194e-05,12.1942,True
2514,7.7281e-14,2.4913e-29,4.2329e-06,4.2329,True
2515,2.0785e-13,1.8021e-28,5.8519e-07,0.5852,True
2516,2.6709e-12,2.9758e-26,3.5438e-09,0.0035,True
2517,1.1768e-15,5.7770e-33,1.8255e-02,18254.5316,False
2518,5.8054e-14,1.4059e-29,7.5012e-06,7.5012,True
2519,3.4983e-13,5.1052e-28,2.0657e-07,0.2066,True
2520,4.7127e-13,9.2646e-28,1.1383e-07,0.1138,True
2521,3.6447e-13,5.5411e-28,1.9032e-07,0.1903,True
2522,3.1425e-15,4.1194e-32,2.5600e-03,2560.0438,False
2523,1.2807e-14,6.8422e-31,1.5413e-04,154.1274,False
2524,2.1226e-14,1.8795e-30,5.6109e-05,56.1093,True
2525,9.4534e-13,3.7279e-27,2.8289e-08,0.0283,True
2526,1.0743e-14,4.8143e-31,2.1905e-04,219.0492,False
2527,6.0172e-15,1.5103e-31,6.9824e-04,698.2448,False
2528,3.4799e-12,5.0516e-26,2.0876e-09,0.0021,True
2529,1.0784e-15,4.8513e-33,2.1738e-02,21738.0389,False
2530,4.9081e-12,1.0049e-25,1.0495e-09,0.001,True
2531,3.1882e-13,4.2400e-28,2.4872e-07,0.2487,True
2532,1.1601e-12,5.6137e-27,1.8786e-08,0.0188,True
2533,1.2297e-14,6.3076e-31,1.6719e-04,167.1913,False
2534,1.1297e-15,5.3234e-33,1.9810e-02,19810.1082,False
2535,5.3624e-13,1.1995e-27,8.7918e-08,0.0879,True
2536,1.2175e-12,6.1835e-27,1.7054e-08,0.0171,True
2537,5.4828e-13,1.2540e-27,8.4099e-08,0.0841,True
2538,3.3760e-15,4.7543e-32,2.2182e-03,2218.1584,False
2539,6.1222e-13,1.5635e-27,6.7449e-08,0.0674,True
2540,6.9859e-13,2.0358e-27,5.1802e-08,0.0518,True
2541,2.7285e-13,3.1055e-28,3.3958e-07,0.3396,True
2542,6.8209e-13,1.9407e-27,5.4339e-08,0.0543,True
2543,1.3460e-12,7.5572e-27,1.3955e-08,0.014,True
2544,1.8608e-13,1.4444e-28,7.3010e-07,0.7301,True
2545,2.1269e-15,1.8870e-32,5.5885e-03,5588.536,False
2546,6.3639e-14,1.6894e-29,6.2424e-06,6.2424,True
2547,1.9374e-15,1.5658e-32,6.7351e-03,6735.1193,False
2548,3.2173e-14,4.3178e-30,2.4424e-05,24.4237,True
2549,3.2053e-14,4.2858e-30,2.4606e-05,24.606,True
2550,1.7546e-15,1.2842e-32,8.2121e-03,8212.0871,False
2551,1.9511e-14,1.5880e-30,6.6411e-05,66.4105,True
2552,2.5738e-15,2.7634e-32,3.8162e-03,3816.2177,False
2553,9.7642e-13,3.9771e-27,2.6516e-08,0.0265,True
2554,3.2024e-12,4.2778e-26,2.4652e-09,0.0025,True
2555,1.8514e-15,1.4298e-32,7.3756e-03,7375.6019,False
2556,3.4115e-12,4.8548e-26,2.1722e-09,0.0022,True
2557,8.5703e-14,3.0639e-29,3.4419e-06,3.4419,True
2558,1.2826e-14,6.8621e-31,1.5368e-04,153.6815,False
2559,1.9245e-15,1.5449e-32,6.8260e-03,6826.0488,False
2560,7.1088e-14,2.1080e-29,5.0027e-06,5.0027,True
2561,8.6874e-13,3.1482e-27,3.3497e-08,0.0335,True
2562,4.1256e-13,7.1002e-28,1.4853e-07,0.1485,True
2563,1.5339e-15,9.8142e-33,1.0745e-02,10745.3705,False
2564,1.8606e-15,1.4441e-32,7.3024e-03,7302.4234,False
2565,3.0918e-14,3.9877e-30,2.6446e-05,26.4459,True
2566,1.2367e-14,6.3801e-31,1.6529e-04,165.2909,False
2567,7.2374e-15,2.1850e-31,4.8264e-04,482.642,False
2568,1.0950e-14,5.0020e-31,2.1083e-04,210.8317,False
2569,9.3769e-13,3.6678e-27,2.8752e-08,0.0288,True
2570,2.7364e-12,3.1236e-26,3.3761e-09,0.0034,True
2571,3.1511e-14,4.1420e-30,2.5460e-05,25.4604,True
2572,2.2474e-12,2.1069e-26,5.0054e-09,0.005,True
2573,1.5460e-14,9.9699e-31,1.0578e-04,105.7754,False
2574,5.7853e-14,1.3962e-29,7.5533e-06,7.5533,True
2575,6.8561e-15,1.9608e-31,5.3783e-04,537.8256,False
2576,2.3394e-13,2.2829e-28,4.6194e-07,0.4619,True
2577,4.1804e-12,7.2900e-26,1.4466e-09,0.0014,True
2578,1.7073e-13,1.2159e-28,8.6733e-07,0.8673,True
2579,2.1064e-14,1.8509e-30,5.6977e-05,56.9775,True
2580,2.4903e-13,2.5870e-28,4.0764e-07,0.4076,True
2581,2.8489e-15,3.3857e-32,3.1148e-03,3114.8032,False
2582,1.9370e-12,1.5651e-26,6.7382e-09,0.0067,True
2583,7.2593e-14,2.1982e-29,4.7974e-06,4.7974,True
2584,4.5934e-14,8.8013e-30,1.1982e-05,11.982,True
2585,1.4693e-13,9.0049e-29,1.1711e-06,1.1711,True
2586,2.0467e-13,1.7474e-28,6.0350e-07,0.6035,True
2587,1.8429e-15,1.4167e-32,7.4438e-03,7443.8447,False
2588,3.3495e-13,4.6800e-28,2.2534e-07,0.2253,True
2589,7.8505e-15,2.5709e-31,4.1020e-04,410.1988,False
2590,4.3741e-13,7.9811e-28,1.3213e-07,0.1321,True
2591,1.1029e-12,5.0740e-27,2.0784e-08,0.0208,True
2592,9.4150e-13,3.6976e-27,2.8520e-08,0.0285,True
2593,1.1058e-13,5.1010e-29,2.0674e-06,2.0674,True
2594,8.3964e-14,2.9408e-29,3.5860e-06,3.586,True
2595,3.3767e-15,4.7563e-32,2.2172e-03,2217.1885,False
2596,7.3787e-13,2.2712e-27,4.6433e-08,0.0464,True
2597,1.0091e-14,4.2477e-31,2.4827e-04,248.2676,False
2598,6.8748e-14,1.9716e-29,5.3489e-06,5.3489,True
2599,1.1260e-14,5.2885e-31,1.9941e-04,199.4104,False
2600,3.1263e-15,4.0770e-32,2.5866e-03,2586.6413,False
2601,2.1316e-13,1.8955e-28,5.5637e-07,0.5564,True
2602,1.5884e-15,1.0525e-32,1.0019e-02,10019.4822,False
2603,5.8778e-13,1.4412e-27,7.3174e-08,0.0732,True
2604,1.4954e-14,9.3277e-31,1.1306e-04,113.0583,False
2605,1.0011e-15,4.1810e-33,2.5223e-02,25222.8387,False
2606,7.7741e-14,2.5211e-29,4.1830e-06,4.183,True
2607,1.4904e-15,9.2660e-33,1.1381e-02,11381.0624,False
2608,1.0509e-14,4.6065e-31,2.2893e-04,228.931,False
2609,4.1218e-13,7.0869e-28,1.4881e-07,0.1488,True
2610,1.7056e-15,1.2136e-32,8.6899e-03,8689.9315,False
2611,1.2726e-12,6.7556e-27,1.5610e-08,0.0156,True
2612,1.0331e-15,4.4519e-33,2.3688e-02,23688.1342,False
2613,8.1845e-15,2.7943e-31,3.7740e-04,377.4003,False
2614,5.5028e-13,1.2631e-27,8.3488e-08,0.0835,True
2615,1.4787e-14,9.1208e-31,1.1562e-04,115.6226,False
2616,2.3818e-15,2.3664e-32,4.4565e-03,4456.528,False
2617,2.1503e-14,1.9287e-30,5.4677e-05,54.6766,True
2618,1.0004e-14,4.1748e-31,2.5260e-04,252.6022,False
2619,1.3097e-12,7.1551e-27,1.4739e-08,0.0147,True
2620,1.4423e-14,8.6779e-31,1.2152e-04,121.5238,False
2621,8.2840e-13,2.8626e-27,3.6840e-08,0.0368,True
2622,1.9907e-12,1.6531e-26,6.3793e-09,0.0064,True
2623,4.0242e-14,6.7552e-30,1.5611e-05,15.6112,True
2624,2.3219e-12,2.2490e-26,4.6891e-09,0.0047,True
2625,2.4871e-14,2.5803e-30,4.0871e-05,40.8709,True
2626,3.6821e-12,5.6556e-26,1.8646e-09,0.0019,True
2627,2.1393e-15,1.9092e-32,5.5237e-03,5523.7227,False
2628,3.4775e-13,5.0444e-28,2.0906e-07,0.2091,True
2629,6.7082e-14,1.8771e-29,5.6180e-06,5.618,True
2630,2.7158e-14,3.0767e-30,3.4276e-05,34.2758,True
2631,2.1897e-13,2.0001e-28,5.2726e-07,0.5273,True
2632,4.0137e-13,6.7201e-28,1.5693e-07,0.1569,True
2633,1.0379e-15,4.4933e-33,2.3470e-02,23469.8982,False
2634,4.1453e-15,7.1679e-32,1.4712e-03,1471.2331,False
2635,4.3405e-13,7.8588e-28,1.3419e-07,0.1342,True
2636,2.9170e-13,3.5495e-28,2.9711e-07,0.2971,True
2637,3.7444e-12,5.8485e-26,1.8031e-09,0.0018,True
2638,6.5321e-13,1.7799e-27,5.9249e-08,0.0592,True
2639,3.2876e-12,4.5086e-26,2.3390e-09,0.0023,True
2640,3.9690e-13,6.5711e-28,1.6049e-07,0.1605,True
2641,1.2662e-14,6.6874e-31,1.5770e-04,157.695,False
2642,2.4532e-15,2.5106e-32,4.2006e-03,4200.5585,False
2643,7.7973e-13,2.5361e-27,4.1582e-08,0.0416,True
2644,2.4137e-13,2.4303e-28,4.3392e-07,0.4339,True
2645,1.5074e-15,9.4790e-33,1.1125e-02,11125.3372,False
2646,2.1469e-14,1.9227e-30,5.4848e-05,54.8477,True
2647,3.4608e-12,4.9961e-26,2.1108e-09,0.0021,True
2648,7.0953e-14,2.1000e-29,5.0217e-06,5.0217,True
2649,3.9871e-14,6.6312e-30,1.5903e-05,15.9033,True
2650,4.9319e-14,1.0147e-29,1.0393e-05,10.3934,True
2651,5.9245e-15,1.4642e-31,7.2026e-04,720.2588,False
2652,2.3112e-14,2.2282e-30,4.7328e-05,47.3279,True
2653,2.3331e-14,2.2706e-30,4.6444e-05,46.4445,True
2654,1.5619e-15,1.0177e-32,1.0363e-02,10362.6568,False
2655,6.9057e-13,1.9893e-27,5.3012e-08,0.053,True
2656,3.4725e-14,5.0299e-30,2.0966e-05,20.966,True
2657,1.0996e-12,5.0434e-27,2.0910e-08,0.0209,True
2658,1.3977e-12,8.1491e-27,1.2941e-08,0.0129,True
2659,6.0836e-15,1.5438e-31,6.8308e-04,683.0793,False
2660,2.7010e-13,3.0433e-28,3.4652e-07,0.3465,True
2661,5.5841e-14,1.3008e-29,8.1073e-06,8.1073,True
2662,1.8017e-12,1.3540e-26,7.7883e-09,0.0078,True
2663,6.2808e-15,1.6456e-31,6.4085e-04,640.8462,False
2664,3.2152e-13,4.3123e-28,2.4455e-07,0.2446,True
2665,1.7703e-13,1.3074e-28,8.0663e-07,0.8066,True
2666,1.2368e-14,6.3813e-31,1.6526e-04,165.26,False
2667,3.2010e-15,4.2742e-32,2.4673e-03,2467.318,False
2668,2.5727e-13,2.7611e-28,3.8194e-07,0.3819,True
2669,5.3957e-13,1.2145e-27,8.6834e-08,0.0868,True
2670,1.4706e-14,9.0215e-31,1.1690e-04,116.8956,False
2671,2.4278e-13,2.4588e-28,4.2890e-07,0.4289,True
2672,2.8945e-14,3.4949e-30,3.0174e-05,30.1742,True
2673,4.3464e-13,7.8804e-28,1.3382e-07,0.1338,True
2674,5.4562e-15,1.2418e-31,8.4920e-04,849.1956,False
2675,1.9628e-12,1.6071e-26,6.5620e-09,0.0066,True
2676,1.1564e-14,5.5786e-31,1.8904e-04,189.039,False
2677,2.2931e-14,2.1935e-30,4.8076e-05,48.0764,True
2678,1.6401e-15,1.1221e-32,9.3979e-03,9397.8744,False
2679,2.5851e-15,2.7877e-32,3.7829e-03,3782.9426,False
2680,8.0939e-14,2.7328e-29,3.8590e-06,3.859,True
2681,9.7683e-15,3.9803e-31,2.6495e-04,264.9451,False
2682,1.2314e-12,6.3258e-27,1.6671e-08,0.0167,True
2683,1.1333e-15,5.3578e-33,1.9683e-02,19682.9235,False
2684,2.5250e-14,2.6595e-30,3.9653e-05,39.6529,True
2685,1.7694e-14,1.3060e-30,8.0747e-05,80.7474,True
2686,1.1789e-15,5.7979e-33,1.8189e-02,18188.8717,False
2687,2.8843e-15,3.4702e-32,3.0389e-03,3038.9283,False
2688,3.3888e-14,4.7906e-30,2.2013e-05,22.0134,True
2689,6.6541e-14,1.8470e-29,5.7096e-06,5.7096,True
2690,3.1294e-14,4.0850e-30,2.5815e-05,25.8154,True
2691,9.2029e-14,3.5329e-29,2.9850e-06,2.985,True
2692,1.5899e-13,1.0545e-28,1.0001e-06,1.0001,True
2693,1.0882e-15,4.9397e-33,2.1349e-02,21348.8546,False
2694,5.2080e-14,1.1314e-29,9.3206e-06,9.3206,True
2695,3.6640e-12,5.6001e-26,1.8831e-09,0.0019,True
2696,8.3154e-14,2.8844e-29,3.6561e-06,3.6561,True
2697,3.2078e-13,4.2924e-28,2.4568e-07,0.2457,True
2698,1.4242e-14,8.4613e-31,1.2464e-04,124.6351,False
2699,7.2941e-13,2.2194e-27,4.7517e-08,0.0475,True
2700,7.2279e-13,2.1793e-27,4.8391e-08,0.0484,True
2701,8.4773e-14,2.9978e-29,3.5178e-06,3.5178,True
2702,4.0761e-12,6.9307e-26,1.5216e-09,0.0015,True
2703,2.9134e-15,3.5408e-32,2.9784e-03,2978.3618,False
2704,1.1553e-15,5.5675e-33,1.8941e-02,18941.4231,False
2705,7.0598e-13,2.0791e-27,5.0723e-08,0.0507,True
2706,9.6748e-13,3.9046e-27,2.7009e-08,0.027,True
2707,2.7838e-15,3.2327e-32,3.2622e-03,3262.1546,False
2708,9.6025e-15,3.8464e-31,2.7417e-04,274.1729,False
2709,1.1612e-15,5.6252e-33,1.8747e-02,18747.3152,False
2710,1.2160e-14,6.1683e-31,1.7097e-04,170.9665,False
2711,7.2415e-13,2.1875e-27,4.8210e-08,0.0482,True
2712,8.2399e-14,2.8322e-29,3.7235e-06,3.7235,True
2713,1.9391e-14,1.5685e-30,6.7236e-05,67.2357,True
2714,2.3717e-14,2.3463e-30,4.4945e-05,44.9454,True
2715,1.0116e-15,4.2687e-33,2.4705e-02,24704.5172,False
2716,1.2851e-14,6.8896e-31,1.5307e-04,153.0679,False
2717,2.4617e-13,2.5278e-28,4.1718e-07,0.4172,True
2718,4.0134e-12,6.7192e-26,1.5695e-09,0.0016,True
2719,1.3591e-12,7.7053e-27,1.3686e-08,0.0137,True
2720,1.2226e-15,6.2350e-33,1.6914e-02,16913.6087,False
2721,2.1074e-12,1.8526e-26,5.6924e-09,0.0057,True
2722,7.8891e-13,2.5962e-27,4.0620e-08,0.0406,True
2723,7.7017e-13,2.4744e-27,4.2620e-08,0.0426,True
2724,4.9444e-14,1.0198e-29,1.0341e-05,10.3411,True
2725,2.9663e-14,3.6703e-30,2.8732e-05,28.7323,True
2726,1.3197e-14,7.2650e-31,1.4516e-04,145.157,False
2727,1.7499e-15,1.2773e-32,8.2563e-03,8256.2681,False
2728,6.9861e-15,2.0359e-31,5.1799e-04,517.987,False
2729,8.1692e-15,2.7838e-31,3.7882e-04,378.8188,False
2730,6.1743e-14,1.5902e-29,6.6316e-06,6.6316,True
2731,5.8180e-13,1.4120e-27,7.4686e-08,0.0747,True
2732,5.6573e-14,1.3351e-29,7.8990e-06,7.899,True
2733,1.6367e-15,1.1174e-32,9.4376e-03,9437.58,False
2734,3.4901e-12,5.0811e-26,2.0755e-09,0.0021,True
2735,3.0698e-12,3.9310e-26,2.6827e-09,0.0027,True
2736,8.0240e-13,2.6858e-27,3.9265e-08,0.0393,True
2737,4.6440e-12,8.9964e-26,1.1722e-09,0.0012,True
2738,1.0328e-13,4.4497e-29,2.3700e-06,2.37,True
2739,3.6413e-12,5.5308e-26,1.9067e-09,0.0019,True
2740,1.9040e-15,1.5122e-32,6.9738e-03,6973.7899,False
2741,2.2524e-14,2.1163e-30,4.9832e-05,49.8318,True
2742,6.8183e-15,1.9393e-31,5.4379e-04,543.7926,False
2743,5.3013e-15,1.1723e-31,8.9956e-04,899.5577,False
2744,3.3176e-15,4.5913e-32,2.2969e-03,2296.8818,False
2745,2.0058e-13,1.6783e-28,6.2836e-07,0.6284,True
2746,7.7640e-13,2.5145e-27,4.1939e-08,0.0419,True
2747,1.3776e-13,7.9159e-29,1.3322e-06,1.3322,True
2748,3.4963e-15,5.0993e-32,2.0681e-03,2068.0884,False
2749,1.0007e-12,4.1776e-27,2.5243e-08,0.0252,True
2750,2.2510e-13,2.1137e-28,4.9893e-07,0.4989,True
2751,2.7278e-14,3.1039e-30,3.3975e-05,33.9753,True
2752,3.1159e-13,4.0501e-28,2.6038e-07,0.2604,True
2753,9.1491e-15,3.4918e-31,3.0202e-04,302.0153,False
2754,1.8917e-14,1.4928e-30,7.0645e-05,70.6446,True
2755,2.4760e-12,2.5574e-26,4.1237e-09,0.0041,True
2756,1.1873e-14,5.8806e-31,1.7933e-04,179.3311,False
2757,5.4761e-14,1.2509e-29,8.4303e-06,8.4303,True
2758,1.9616e-12,1.6051e-26,6.5702e-09,0.0066,True
2759,4.1480e-13,7.1774e-28,1.4693e-07,0.1469,True
2760,1.6986e-15,1.2035e-32,8.7622e-03,8762.2306,False
2761,3.5065e-15,5.1289e-32,2.0561e-03,2056.1336,False
2762,1.0691e-15,4.7676e-33,2.2120e-02,22119.6777,False
2763,2.1566e-13,1.9400e-28,5.4359e-07,0.5436,True
2764,4.5283e-14,8.5536e-30,1.2329e-05,12.329,True
2765,3.1382e-15,4.1081e-32,2.5670e-03,2567.0429,False
2766,3.4944e-12,5.0936e-26,2.0704e-09,0.0021,True
2767,9.1032e-14,3.4568e-29,3.0507e-06,3.0507,True
2768,7.8479e-15,2.5692e-31,4.1047e-04,410.4671,False
2769,7.1075e-14,2.1073e-29,5.0044e-06,5.0044,True
2770,3.2651e-13,4.4471e-28,2.3714e-07,0.2371,True
2771,1.9143e-15,1.5286e-32,6.8989e-03,6898.8587,False
2772,1.0378e-14,4.4929e-31,2.3472e-04,234.7189,False
2773,9.6592e-13,3.8920e-27,2.7096e-08,0.0271,True
2774,5.0152e-14,1.0492e-29,1.0051e-05,10.0512,True
2775,1.0514e-13,4.6114e-29,2.2869e-06,2.2869,True
2776,3.9900e-14,6.6410e-30,1.5880e-05,15.8797,True
2777,1.4534e-15,8.8116e-33,1.1968e-02,11967.9915,False
2778,4.1030e-15,7.0225e-32,1.5017e-03,1501.7011,False
2779,4.4468e-14,8.2485e-30,1.2785e-05,12.785,True
2780,5.9398e-15,1.4717e-31,7.1655e-04,716.5539,False
2781,1.5306e-15,9.7730e-33,1.0791e-02,10790.6736,False
2782,1.3202e-12,7.2704e-27,1.4505e-08,0.0145,True
2783,4.2599e-12,7.5699e-26,1.3931e-09,0.0014,True
2784,8.5864e-13,3.0755e-27,3.4290e-08,0.0343,True
2785,1.4392e-12,8.6404e-27,1.2205e-08,0.0122,True
2786,7.8536e-15,2.5729e-31,4.0988e-04,409.8813,False
2787,3.5754e-12,5.3327e-26,1.9776e-09,0.002,True
2788,5.3508e-15,1.1943e-31,8.8297e-04,882.9698,False
2789,3.3061e-12,4.5594e-26,2.3130e-09,0.0023,True
2790,4.7842e-12,9.5477e-26,1.1045e-09,0.0011,True
2791,4.2918e-13,7.6837e-28,1.3725e-07,0.1372,True
2792,4.2582e-12,7.5636e-26,1.3943e-09,0.0014,True
2793,1.2785e-13,6.8188e-29,1.5466e-06,1.5466,True
2794,9.1209e-15,3.4702e-31,3.0389e-04,303.8896,False
2795,4.1346e-14,7.1311e-30,1.4788e-05,14.7884,True
2796,1.5688e-13,1.0266e-28,1.0272e-06,1.0272,True
2797,1.8635e-15,1.4486e-32,7.2801e-03,7280.1009,False
2798,2.0046e-13,1.6763e-28,6.2912e-07,0.6291,True
2799,4.2594e-12,7.5680e-26,1.3935e-09,0.0014,True
2800,5.0490e-15,1.0634e-31,9.9171e-04,991.7117,False
2801,8.5464e-13,3.0469e-27,3.4611e-08,0.0346,True
2802,2.2819e-12,2.1720e-26,4.8552e-09,0.0049,True
2803,3.0955e-12,3.9970e-26,2.6384e-09,0.0026,True
2804,3.5605e-12,5.2882e-26,1.9942e-09,0.002,True
2805,8.4891e-14,3.0062e-29,3.5080e-06,3.508,True
2806,4.1213e-12,7.0852e-26,1.4884e-09,0.0015,True
2807,6.3280e-13,1.6704e-27,6.3133e-08,0.0631,True
2808,3.9629e-15,6.5512e-32,1.6097e-03,1609.7366,False
2809,5.8082e-14,1.4072e-29,7.4940e-06,7.494,True
2810,4.5403e-13,8.5992e-28,1.2264e-07,0.1226,True
2811,8.2206e-15,2.8190e-31,3.7409e-04,374.0947,False
2812,2.3422e-13,2.2883e-28,4.6085e-07,0.4608,True
2813,2.9224e-13,3.5625e-28,2.9602e-07,0.296,True
2814,3.9978e-15,6.6670e-32,1.5818e-03,1581.7851,False
2815,1.2309e-13,6.3205e-29,1.6685e-06,1.6685,True
2816,7.1487e-13,2.1317e-27,4.9470e-08,0.0495,True
2817,7.0049e-14,2.0468e-29,5.1522e-06,5.1522,True
2818,1.1086e-15,5.1265e-33,2.0571e-02,20570.8521,False
2819,1.0800e-15,4.8658e-33,2.1673e-02,21673.266,False
2820,2.0924e-14,1.8263e-30,5.7744e-05,57.7442,True
2821,2.6666e-12,2.9663e-26,3.5552e-09,0.0036,True
2822,7.0124e-15,2.0513e-31,5.1411e-04,514.1068,False
2823,2.2207e-13,2.0572e-28,5.1263e-07,0.5126,True
2824,6.6291e-15,1.8331e-31,5.7529e-04,575.2895,False
2825,1.5483e-14,9.9996e-31,1.0546e-04,105.4618,False
2826,1.3705e-12,7.8352e-27,1.3459e-08,0.0135,True
2827,4.9663e-13,1.0289e-27,1.0250e-07,0.1025,True
2828,2.2536e-15,2.1186e-32,4.9777e-03,4977.7408,False
2829,3.8526e-14,6.1915e-30,1.7033e-05,17.0325,True
2830,1.2820e-15,6.8562e-33,1.5381e-02,15381.3428,False
2831,6.0089e-14,1.5062e-29,7.0015e-06,7.0015,True
2832,2.8205e-13,3.3184e-28,3.1779e-07,0.3178,True
2833,2.7437e-15,3.1402e-32,3.3583e-03,3358.2662,False
2834,1.1711e-14,5.7206e-31,1.8435e-04,184.3474,False
2835,2.9620e-14,3.6598e-30,2.8815e-05,28.815,True
2836,2.5195e-12,2.6480e-26,3.9825e-09,0.004,True
2837,4.7209e-12,9.2967e-26,1.1344e-09,0.0011,True
2838,1.4660e-15,8.9647e-33,1.1764e-02,11763.5748,False
2839,6.5305e-13,1.7790e-27,5.9279e-08,0.0593,True
2840,2.3714e-14,2.3457e-30,4.4957e-05,44.9571,True
2841,2.8294e-14,3.3394e-30,3.1580e-05,31.5797,True
2842,6.1660e-13,1.5860e-27,6.6494e-08,0.0665,True
2843,2.4959e-12,2.5987e-26,4.0581e-09,0.0041,True
2844,3.2920e-12,4.5206e-26,2.3328e-09,0.0023,True
2845,1.3638e-13,7.7590e-29,1.3592e-06,1.3592,True
2846,2.0940e-14,1.8291e-30,5.7654e-05,57.654,True
2847,8.1869e-13,2.7959e-27,3.7718e-08,0.0377,True
2848,8.4810e-15,3.0004e-31,3.5148e-04,351.4773,False
2849,1.2204e-13,6.2126e-29,1.6975e-06,1.6975,True
2850,2.1202e-14,1.8751e-30,5.6240e-05,56.2404,True
2851,2.6845e-13,3.0061e-28,3.5081e-07,0.3508,True
2852,7.7487e-15,2.5046e-31,4.2105e-04,421.05,False
2853,5.1132e-15,1.0906e-31,9.6694e-04,966.935,False
2854,2.4919e-12,2.5904e-26,4.0711e-09,0.0041,True
2855,2.3800e-15,2.3628e-32,4.4633e-03,4463.2671,False
2856,7.4391e-14,2.3085e-29,4.5682e-06,4.5682,True
2857,6.5604e-15,1.7953e-31,5.8740e-04,587.4011,False
2858,1.3932e-15,8.0963e-33,1.3025e-02,13025.3343,False
2859,1.3590e-15,7.7046e-33,1.3688e-02,13687.5386,False
2860,4.4477e-15,8.2521e-32,1.2779e-03,1277.9394,False
2861,1.6075e-12,1.0780e-26,9.7831e-09,0.0098,True
2862,1.1089e-14,5.1292e-31,2.0560e-04,205.6031,False
2863,3.2788e-12,4.4846e-26,2.3515e-09,0.0024,True
2864,1.4171e-13,8.3771e-29,1.2589e-06,1.2589,True
2865,4.1212e-14,7.0849e-30,1.4885e-05,14.8849,True
2866,1.3987e-13,8.1611e-29,1.2922e-06,1.2922,True
2867,8.1518e-14,2.7720e-29,3.8044e-06,3.8044,True
2868,6.4075e-13,1.7126e-27,6.1576e-08,0.0616,True
2869,1.1090e-14,5.1307e-31,2.0554e-04,205.5424,False
2870,2.0227e-14,1.7066e-30,6.1794e-05,61.7938,True
2871,2.0287e-12,1.7169e-26,6.1423e-09,0.0061,True
2872,3.1689e-12,4.1890e-26,2.5175e-09,0.0025,True
2873,2.0024e-12,1.6725e-26,6.3052e-09,0.0063,True
2874,3.5606e-14,5.2886e-30,1.9941e-05,19.9407,True
2875,7.7010e-13,2.4739e-27,4.2628e-08,0.0426,True
2876,5.7803e-14,1.3938e-29,7.5664e-06,7.5664,True
2877,6.9244e-14,2.0001e-29,5.2725e-06,5.2725,True
