Sim_ID,Mass_kg,E_grav_J,T_OR_s,T_OR_us,Quantum_OR
1311,1.9785e-15,1.6329e-32,6.4581e-03,6458.1122,False
1312,2.0413e-12,1.7381e-26,6.0672e-09,0.0061,True
1313,1.0605e-13,4.6918e-29,2.2477e-06,2.2477,True
1314,1.0548e-12,4.6409e-27,2.2723e-08,0.0227,True
1315,4.7110e-14,9.2578e-30,1.1391e-05,11.3911,True
1316,2.4020e-13,2.4068e-28,4.3817e-07,0.4382,True
1317,8.8542e-14,3.2703e-29,3.2247e-06,3.2247,True
1318,5.0831e-13,1.0778e-27,9.7844e-08,0.0978,True
1319,2.0042e-15,1.6756e-32,6.2936e-03,6293.5647,False
1320,1.6720e-15,1.1662e-32,9.0429e-03,9042.9331,False
1321,8.2040e-15,2.8076e-31,3.7561e-04,375.6086,False
1322,3.8918e-15,6.3181e-32,1.6691e-03,1669.1234,False
1323,1.6776e-12,1.1741e-26,8.9823e-09,0.009,True
1324,6.4694e-15,1.7459e-31,6.0403e-04,604.03,False
1325,4.0710e-12,6.9132e-26,1.5254e-09,0.0015,True
1326,1.7627e-14,1.2960e-30,8.1368e-05,81.3684,True
1327,4.7168e-15,9.2808e-32,1.1363e-03,1136.3,False
1328,8.3382e-13,2.9002e-27,3.6362e-08,0.0364,True
1329,2.7324e-13,3.1143e-28,3.3862e-07,0.3386,True
1330,6.9632e-14,2.0226e-29,5.2140e-06,5.214,True
1331,1.1331e-13,5.3559e-29,1.9690e-06,1.969,True
1332,4.5741e-13,8.7277e-28,1.2083e-07,0.1208,True
1333,6.9992e-15,2.0435e-31,5.1605e-04,516.0549,False
1334,4.8463e-12,9.7973e-26,1.0764e-09,0.0011,True
1335,4.0340e-12,6.7881e-26,1.5536e-09,0.0016,True
1336,2.5441e-13,2.7000e-28,3.9059e-07,0.3906,True
1337,5.4714e-15,1.2488e-31,8.4448e-04,844.476,False
1338,3.2820e-13,4.4934e-28,2.3469e-07,0.2347,True
1339,1.8495e-15,1.4269e-32,7.3905e-03,7390.4505,False
1340,1.2983e-15,7.0316e-33,1.4998e-02,14997.7131,False
1341,8.9776e-15,3.3621e-31,3.1367e-04,313.6663,False
1342,5.1431e-14,1.1034e-29,9.5573e-06,9.5573,True
1343,1.6282e-12,1.1059e-26,9.5359e-09,0.0095,True
1344,4.8953e-13,9.9963e-28,1.0550e-07,0.1055,True
1345,5.5879e-13,1.3025e-27,8.0964e-08,0.081,True
1346,3.7488e-14,5.8622e-30,1.7989e-05,17.9894,True
1347,1.9037e-14,1.5118e-30,6.9756e-05,69.7564,True
1348,2.3576e-14,2.3185e-30,4.5485e-05,45.485,True
1349,4.5008e-12,8.4500e-26,1.2480e-09,0.0012,True
1350,1.4072e-15,8.2606e-33,1.2766e-02,12766.2993,False
1351,1.6111e-12,1.0828e-26,9.7397e-09,0.0097,True
1352,1.3820e-13,7.9669e-29,1.3237e-06,1.3237,True
1353,4.1920e-14,7.3305e-30,1.4386e-05,14.386,True
1354,4.8162e-13,9.6761e-28,1.0899e-07,0.109,True
1355,6.3121e-14,1.6620e-29,6.3452e-06,6.3452,True
1356,1.7012e-12,1.2073e-26,8.7349e-09,0.0087,True
1357,2.1462e-12,1.9214e-26,5.4885e-09,0.0055,True
1358,3.6302e-14,5.4973e-30,1.9183e-05,19.1833,True
1359,1.0568e-14,4.6584e-31,2.2638e-04,226.3784,False
1360,1.5527e-13,1.0057e-28,1.0486e-06,1.0486,True
1361,2.3703e-12,2.3437e-26,4.4997e-09,0.0045,True
1362,6.0150e-15,1.5092e-31,6.9875e-04,698.7538,False
1363,2.0153e-13,1.6942e-28,6.2247e-07,0.6225,True
1364,2.1683e-13,1.9612e-28,5.3771e-07,0.5377,True
1365,5.1495e-13,1.1061e-27,9.5338e-08,0.0953,True
1366,3.0667e-15,3.9230e-32,2.6882e-03,2688.1938,False
1367,4.4444e-13,8.2398e-28,1.2799e-07,0.128,True
1368,2.3040e-12,2.2144e-26,4.7624e-09,0.0048,True
1369,4.6200e-15,8.9037e-32,1.1844e-03,1184.4195,False
1370,7.5625e-15,2.3857e-31,4.4204e-04,442.0375,False
1371,3.9189e-12,6.4063e-26,1.6461e-09,0.0016,True
1372,4.6712e-15,9.1021e-32,1.1586e-03,1158.6007,False
1373,1.4466e-12,8.7292e-27,1.2081e-08,0.0121,True
1374,6.6210e-14,1.8286e-29,5.7670e-06,5.767,True
1375,8.2130e-15,2.8138e-31,3.7479e-04,374.7915,False
1376,1.6629e-12,1.1536e-26,9.1419e-09,0.0091,True
1377,4.4378e-14,8.2154e-30,1.2837e-05,12.8366,True
1378,8.0222e-14,2.6846e-29,3.9283e-06,3.9283,True
1379,2.1320e-14,1.8961e-30,5.5616e-05,55.6165,True
1380,1.5607e-13,1.0160e-28,1.0379e-06,1.0379,True
1381,4.0260e-15,6.7612e-32,1.5597e-03,1559.7343,False
1382,2.7964e-14,3.2620e-30,3.2329e-05,32.329,True
1383,3.8532e-12,6.1936e-26,1.7027e-09,0.0017,True
1384,9.0121e-15,3.3880e-31,3.1127e-04,311.2682,False
1385,2.6869e-13,3.0115e-28,3.5018e-07,0.3502,True
1386,1.5954e-14,1.0618e-30,9.9324e-05,99.3239,True
1387,7.2620e-13,2.1999e-27,4.7938e-08,0.0479,True
1388,3.0486e-15,3.8769e-32,2.7202e-03,2720.163,False
1389,3.8667e-12,6.2368e-26,1.6909e-09,0.0017,True
1390,4.7704e-14,9.4928e-30,1.1109e-05,11.1092,True
1391,7.4670e-15,2.3258e-31,4.5342e-04,453.4227,False
1392,1.8701e-15,1.4588e-32,7.2288e-03,7228.7946,False
1393,4.2455e-15,7.5187e-32,1.4026e-03,1402.5928,False
1394,8.3681e-14,2.9211e-29,3.6102e-06,3.6102,True
1395,1.7643e-14,1.2984e-30,8.1220e-05,81.2197,True
1396,1.1642e-12,5.6535e-27,1.8654e-08,0.0187,True
1397,3.9250e-14,6.4264e-30,1.6410e-05,16.4101,True
1398,8.3174e-15,2.8858e-31,3.6544e-04,365.4409,False
1399,1.9178e-13,1.5342e-28,6.8737e-07,0.6874,True
1400,4.1148e-13,7.0629e-28,1.4931e-07,0.1493,True
1401,4.1484e-15,7.1788e-32,1.4690e-03,1469.0088,False
1402,4.1689e-15,7.2497e-32,1.4546e-03,1454.6332,False
1403,1.3666e-15,7.7907e-33,1.3536e-02,13536.2198,False
1404,5.2958e-13,1.1699e-27,9.0143e-08,0.0901,True
1405,2.8536e-13,3.3968e-28,3.1046e-07,0.3105,True
1406,5.6970e-14,1.3539e-29,7.7893e-06,7.7893,True
1407,1.3261e-12,7.3351e-27,1.4377e-08,0.0144,True
1408,9.5532e-13,3.8070e-27,2.7701e-08,0.0277,True
1409,1.4629e-13,8.9269e-29,1.1813e-06,1.1813,True
1410,1.6282e-12,1.1059e-26,9.5361e-09,0.0095,True
1411,5.7730e-15,1.3902e-31,7.5856e-04,758.5592,False
1412,2.5941e-15,2.8071e-32,3.7568e-03,3756.7802,False
1413,9.9494e-15,4.1293e-31,2.5539e-04,255.3871,False
1414,1.6262e-15,1.1031e-32,9.5602e-03,9560.1625,False
1415,9.2210e-14,3.5469e-29,2.9732e-06,2.9732,True
1416,2.9139e-12,3.5419e-26,2.9774e-09,0.003,True
1417,1.3981e-15,8.1536e-33,1.2934e-02,12933.8929,False
1418,2.8293e-15,3.3392e-32,3.1581e-03,3158.1198,False
1419,4.7062e-14,9.2390e-30,1.1414e-05,11.4143,True
1420,2.8469e-12,3.3809e-26,3.1192e-09,0.0031,True
1421,1.4772e-14,9.1031e-31,1.1585e-04,115.8475,False
1422,7.5205e-14,2.3593e-29,4.4699e-06,4.4699,True
1423,1.4249e-15,8.4691e-33,1.2452e-02,12451.9365,False
1424,3.5377e-15,5.2206e-32,2.0200e-03,2020.023,False
1425,4.4619e-12,8.3046e-26,1.2699e-09,0.0013,True
1426,3.7149e-12,5.7567e-26,1.8319e-09,0.0018,True
1427,1.0430e-15,4.5377e-33,2.3240e-02,23240.4606,False
1428,3.3168e-12,4.5891e-26,2.2980e-09,0.0023,True
1429,2.3125e-13,2.2308e-28,4.7274e-07,0.4727,True
1430,1.6233e-12,1.0992e-26,9.5936e-09,0.0096,True
1431,4.8092e-14,9.6477e-30,1.0931e-05,10.9308,True
1432,8.0756e-14,2.7204e-29,3.8765e-06,3.8765,True
1433,6.4303e-14,1.7248e-29,6.1141e-06,6.1141,True
1434,2.9289e-13,3.5786e-28,2.9469e-07,0.2947,True
1435,3.2852e-15,4.5021e-32,2.3424e-03,2342.3879,False
1436,1.2908e-15,6.9507e-33,1.5172e-02,15172.1663,False
1437,1.3773e-14,7.9129e-31,1.3327e-04,133.2733,False
1438,4.0420e-13,6.8151e-28,1.5474e-07,0.1547,True
1439,5.5802e-15,1.2989e-31,8.1188e-04,811.8778,False
1440,3.0975e-13,4.0022e-28,2.6350e-07,0.2635,True
1441,3.8697e-12,6.2465e-26,1.6883e-09,0.0017,True
1442,2.2250e-15,2.0652e-32,5.1064e-03,5106.4437,False
1443,3.0756e-13,3.9460e-28,2.6725e-07,0.2673,True
1444,4.3794e-14,8.0006e-30,1.3181e-05,13.1811,True
1445,1.6264e-12,1.1034e-26,9.5571e-09,0.0096,True
1446,4.5214e-15,8.5276e-32,1.2367e-03,1236.6503,False
1447,3.6476e-13,5.5500e-28,1.9001e-07,0.19,True
1448,1.2594e-12,6.6163e-27,1.5939e-08,0.0159,True
1449,3.1196e-12,4.0596e-26,2.5977e-09,0.0026,True
1450,3.3675e-13,4.7306e-28,2.2293e-07,0.2229,True
1451,6.9029e-14,1.9877e-29,5.3054e-06,5.3054,True
1452,1.9293e-13,1.5527e-28,6.7919e-07,0.6792,True
1453,1.6370e-12,1.1179e-26,9.4337e-09,0.0094,True
1454,1.2902e-13,6.9442e-29,1.5186e-06,1.5186,True
1455,1.2954e-15,6.9998e-33,1.5066e-02,15065.681,False
1456,2.7768e-12,3.2165e-26,3.2786e-09,0.0033,True
1457,3.5525e-13,5.2646e-28,2.0031e-07,0.2003,True
1458,3.1798e-13,4.2179e-28,2.5003e-07,0.25,True
1459,6.2773e-15,1.6438e-31,6.4156e-04,641.5619,False
1460,2.7365e-13,3.1238e-28,3.3759e-07,0.3376,True
1461,2.8635e-14,3.4204e-30,3.0832e-05,30.8322,True
1462,2.5638e-13,2.7420e-28,3.8460e-07,0.3846,True
1463,2.4790e-15,2.5636e-32,4.1136e-03,4113.5954,False
1464,2.7124e-13,3.0689e-28,3.4363e-07,0.3436,True
1465,4.9751e-12,1.0325e-25,1.0214e-09,0.001,True
1466,1.5078e-15,9.4832e-33,1.1120e-02,11120.406,False
1467,4.1166e-12,7.0691e-26,1.4918e-09,0.0015,True
1468,3.1999e-14,4.2714e-30,2.4689e-05,24.6894,True
1469,1.6630e-12,1.1536e-26,9.1413e-09,0.0091,True
1470,7.8347e-13,2.5605e-27,4.1186e-08,0.0412,True
1471,1.2513e-13,6.5319e-29,1.6145e-06,1.6145,True
1472,5.3889e-13,1.2114e-27,8.7054e-08,0.0871,True
1473,1.7767e-12,1.3167e-26,8.0091e-09,0.008,True
1474,3.1254e-14,4.0747e-30,2.5881e-05,25.8812,True
1475,1.6206e-14,1.0956e-30,9.6254e-05,96.254,True
1476,2.9472e-13,3.6233e-28,2.9105e-07,0.2911,True
1477,9.7319e-13,3.9508e-27,2.6693e-08,0.0267,True
1478,6.6019e-13,1.8181e-27,5.8003e-08,0.058,True
1479,8.9349e-13,3.3301e-27,3.1667e-08,0.0317,True
1480,4.0852e-14,6.9615e-30,1.5149e-05,15.1486,True
1481,1.0596e-12,4.6835e-27,2.2517e-08,0.0225,True
1482,2.7839e-15,3.2328e-32,3.2621e-03,3262.0531,False
1483,1.0329e-13,4.4502e-29,2.3697e-06,2.3697,True
1484,1.0503e-15,4.6014e-33,2.2919e-02,22918.6054,False
1485,1.5872e-14,1.0509e-30,1.0035e-04,100.3515,False
1486,2.2674e-14,2.1446e-30,4.9173e-05,49.1734,True
1487,2.9203e-14,3.5575e-30,2.9643e-05,29.6434,True
1488,3.7369e-13,5.8252e-28,1.8104e-07,0.181,True
1489,2.7369e-14,3.1247e-30,3.3749e-05,33.749,True
1490,4.5678e-14,8.7035e-30,1.2117e-05,12.1166,True
1491,7.5626e-15,2.3857e-31,4.4203e-04,442.0315,False
1492,2.4024e-14,2.4076e-30,4.3802e-05,43.8022,True
1493,6.9289e-15,2.0027e-31,5.2658e-04,526.5788,False
1494,1.8653e-15,1.4514e-32,7.2659e-03,7265.9325,False
1495,1.7066e-13,1.2150e-28,8.6799e-07,0.868,True
1496,2.9628e-13,3.6617e-28,2.8800e-07,0.288,True
1497,1.9565e-13,1.5968e-28,6.6045e-07,0.6604,True
1498,5.1814e-14,1.1199e-29,9.4165e-06,9.4165,True
1499,2.5399e-14,2.6910e-30,3.9188e-05,39.1884,True
1500,1.5612e-12,1.0167e-26,1.0373e-08,0.0104,True
1501,8.3189e-14,2.8868e-29,3.6530e-06,3.653,True
1502,5.9221e-14,1.4630e-29,7.2083e-06,7.2083,True
1503,1.2441e-15,6.4563e-33,1.6334e-02,16333.9773,False
1504,1.8292e-14,1.3958e-30,7.5554e-05,75.5543,True
1505,2.5488e-14,2.7099e-30,3.8916e-05,38.9158,True
1506,2.9870e-14,3.7218e-30,2.8335e-05,28.335,True
1507,1.3997e-13,8.1727e-29,1.2904e-06,1.2904,True
1508,9.4141e-14,3.6970e-29,2.8525e-06,2.8525,True
1509,1.7726e-13,1.3108e-28,8.0454e-07,0.8045,True
1510,6.7496e-13,1.9004e-27,5.5492e-08,0.0555,True
1511,1.0167e-12,4.3123e-27,2.4455e-08,0.0245,True
1512,4.5323e-13,8.5687e-28,1.2307e-07,0.1231,True
1513,3.4234e-12,4.8887e-26,2.1572e-09,0.0022,True
1514,1.1680e-15,5.6907e-33,1.8531e-02,18531.3415,False
1515,5.2988e-15,1.1712e-31,9.0040e-04,900.4023,False
1516,1.0665e-15,4.7450e-33,2.2225e-02,22224.9462,False
1517,2.4831e-13,2.5720e-28,4.1003e-07,0.41,True
1518,2.0979e-12,1.8360e-26,5.7440e-09,0.0057,True
1519,7.9549e-15,2.6397e-31,3.9951e-04,399.5057,False
1520,2.6858e-12,3.0091e-26,3.5046e-09,0.0035,True
1521,1.6708e-15,1.1645e-32,9.0560e-03,9055.9888,False
1522,2.8606e-12,3.4134e-26,3.0895e-09,0.0031,True
1523,1.9982e-14,1.6656e-30,6.3315e-05,63.315,True
1524,2.3722e-15,2.3474e-32,4.4925e-03,4492.4702,False
1525,6.2694e-14,1.6396e-29,6.4319e-06,6.4319,True
1526,8.9086e-15,3.3106e-31,3.1855e-04,318.5464,False
1527,1.1317e-14,5.3427e-31,1.9739e-04,197.3866,False
1528,1.3698e-14,7.8271e-31,1.3473e-04,134.7342,False
1529,9.3405e-13,3.6393e-27,2.8977e-08,0.029,True
1530,9.8706e-14,4.0641e-29,2.5948e-06,2.5948,True
1531,1.4175e-14,8.3815e-31,1.2582e-04,125.8215,False
1532,1.8097e-13,1.3662e-28,7.7193e-07,0.7719,True
1533,4.4568e-13,8.2856e-28,1.2728e-07,0.1273,True
1534,1.0196e-14,4.3365e-31,2.4318e-04,243.1837,False
1535,3.3861e-14,4.7830e-30,2.2048e-05,22.0485,True
1536,2.8239e-15,3.3265e-32,3.1702e-03,3170.1835,False
1537,4.6781e-15,9.1289e-32,1.1552e-03,1155.2032,False
1538,3.3070e-13,4.5620e-28,2.3116e-07,0.2312,True
1539,4.6896e-15,9.1739e-32,1.1495e-03,1149.5302,False
1540,8.7612e-14,3.2019e-29,3.2935e-06,3.2935,True
1541,4.1951e-13,7.3412e-28,1.4365e-07,0.1437,True
1542,2.4850e-15,2.5761e-32,4.0938e-03,4093.7503,False
1543,1.2545e-13,6.5649e-29,1.6064e-06,1.6064,True
1544,8.8924e-15,3.2985e-31,3.1971e-04,319.7086,False
1545,3.6462e-12,5.5458e-26,1.9016e-09,0.0019,True
1546,6.1464e-14,1.5759e-29,6.6919e-06,6.6919,True
1547,9.5795e-13,3.8280e-27,2.7549e-08,0.0275,True
1548,1.0846e-13,4.9071e-29,2.1491e-06,2.1491,True
1549,1.4474e-15,8.7387e-33,1.2068e-02,12067.7721,False
1550,2.1979e-13,2.0151e-28,5.2333e-07,0.5233,True
1551,3.3053e-12,4.5573e-26,2.3140e-09,0.0023,True
1552,1.6801e-13,1.1775e-28,8.9558e-07,0.8956,True
1553,1.0719e-12,4.7929e-27,2.2003e-08,0.022,True
1554,1.8649e-12,1.4507e-26,7.2692e-09,0.0073,True
1555,6.9769e-15,2.0305e-31,5.1936e-04,519.3617,False
1556,6.0862e-15,1.5452e-31,6.8249e-04,682.4886,False
1557,1.8197e-13,1.3813e-28,7.6347e-07,0.7635,True
1558,3.3142e-14,4.5819e-30,2.3016e-05,23.0158,True
1559,1.2783e-12,6.8160e-27,1.5472e-08,0.0155,True
1560,2.1338e-12,1.8993e-26,5.5523e-09,0.0056,True
1561,2.0291e-14,1.7174e-30,6.1405e-05,61.4045,True
1562,7.5193e-15,2.3585e-31,4.4713e-04,447.1325,False
1563,7.7115e-13,2.4807e-27,4.2512e-08,0.0425,True
1564,1.0387e-14,4.5007e-31,2.3431e-04,234.3106,False
1565,1.1036e-12,5.0809e-27,2.0756e-08,0.0208,True
1566,3.6931e-14,5.6895e-30,1.8535e-05,18.5353,True
1567,2.9461e-13,3.6206e-28,2.9127e-07,0.2913,True
1568,2.2562e-15,2.1235e-32,4.9662e-03,4966.2193,False
1569,2.0307e-13,1.7201e-28,6.1308e-07,0.6131,True
1570,4.6889e-14,9.1714e-30,1.1498e-05,11.4985,True
1571,1.4786e-13,9.1197e-29,1.1564e-06,1.1564,True
1572,4.1829e-15,7.2987e-32,1.4449e-03,1444.8787,False
1573,5.3171e-13,1.1793e-27,8.9422e-08,0.0894,True
1574,1.5540e-12,1.0074e-26,1.0468e-08,0.0105,True
1575,6.3345e-15,1.6738e-31,6.3003e-04,630.0317,False
1576,2.2597e-15,2.1300e-32,4.9511e-03,4951.0792,False
1577,1.2230e-15,6.2397e-33,1.6901e-02,16901.0455,False
1578,2.3694e-13,2.3418e-28,4.5032e-07,0.4503,True
1579,1.7604e-13,1.2928e-28,8.1573e-07,0.8157,True
1580,1.0525e-13,4.6208e-29,2.2822e-06,2.2822,True
1581,7.2105e-15,2.1688e-31,4.8625e-04,486.2501,False
1582,2.7922e-14,3.2523e-30,3.2426e-05,32.4258,True
1583,1.5811e-13,1.0428e-28,1.0113e-06,1.0113,True
1584,6.8790e-14,1.9740e-29,5.3424e-06,5.3424,True
1585,4.5060e-12,8.4696e-26,1.2451e-09,0.0012,True
1586,3.1966e-15,4.2624e-32,2.4741e-03,2474.1003,False
1587,3.7267e-13,5.7933e-28,1.8203e-07,0.182,True
1588,3.1301e-14,4.0871e-30,2.5803e-05,25.8027,True
1589,3.8362e-14,6.1388e-30,1.7179e-05,17.1789,True
1590,4.5120e-13,8.4924e-28,1.2418e-07,0.1242,True
1591,3.6417e-13,5.5321e-28,1.9063e-07,0.1906,True
1592,4.6412e-12,8.9854e-26,1.1736e-09,0.0012,True
1593,2.9849e-15,3.7165e-32,2.8375e-03,2837.5084,False
1594,2.4272e-15,2.4574e-32,4.2913e-03,4291.3454,False
1595,4.7787e-13,9.5258e-28,1.1071e-07,0.1107,True
1596,1.3786e-13,7.9279e-29,1.3302e-06,1.3302,True
1597,1.0330e-14,4.4515e-31,2.3690e-04,236.9006,False
1598,1.9668e-15,1.6137e-32,6.5351e-03,6535.0766,False
1599,2.0742e-15,1.7947e-32,5.8762e-03,5876.1899,False
1600,2.0304e-12,1.7197e-26,6.1323e-09,0.0061,True
1601,5.1252e-15,1.0957e-31,9.6243e-04,962.4262,False
1602,1.5709e-14,1.0294e-30,1.0245e-04,102.4488,False
1603,6.8928e-15,1.9819e-31,5.3211e-04,532.1082,False
1604,2.0565e-14,1.7641e-30,5.9779e-05,59.7791,True
1605,1.8063e-15,1.3611e-32,7.7481e-03,7748.1316,False
1606,8.3174e-14,2.8858e-29,3.6544e-06,3.6544,True
1607,1.7787e-15,1.3197e-32,7.9909e-03,7990.9189,False
1608,9.1305e-13,3.4776e-27,3.0325e-08,0.0303,True
1609,7.3197e-15,2.2350e-31,4.7185e-04,471.8484,False
1610,9.9423e-14,4.1235e-29,2.5575e-06,2.5575,True
1611,1.8005e-12,1.3523e-26,7.7986e-09,0.0078,True
1612,2.5561e-13,2.7254e-28,3.8694e-07,0.3869,True
1613,9.3626e-14,3.6566e-29,2.8840e-06,2.884,True
1614,1.5838e-14,1.0464e-30,1.0078e-04,100.7833,False
1615,1.7052e-14,1.2129e-30,8.6949e-05,86.9485,True
1616,2.9951e-13,3.7421e-28,2.8182e-07,0.2818,True
1617,4.7565e-12,9.4378e-26,1.1174e-09,0.0011,True
1618,2.8062e-13,3.2850e-28,3.2103e-07,0.321,True
1619,1.1567e-13,5.5813e-29,1.8895e-06,1.8895,True
1620,5.0426e-13,1.0607e-27,9.9422e-08,0.0994,True
1621,5.2575e-14,1.1531e-29,9.1459e-06,9.1459,True
1622,1.6690e-15,1.1620e-32,9.0753e-03,9075.2996,False
1623,1.2020e-13,6.0273e-29,1.7497e-06,1.7497,True
1624,3.4852e-12,5.0669e-26,2.0813e-09,0.0021,True
1625,4.4508e-15,8.2635e-32,1.2762e-03,1276.1736,False
1626,3.5670e-13,5.3076e-28,1.9869e-07,0.1987,True
1627,5.5367e-15,1.2787e-31,8.2470e-04,824.6982,False
1628,9.5942e-14,3.8398e-29,2.7464e-06,2.7464,True
1629,2.2783e-15,2.1652e-32,4.8706e-03,4870.6154,False
1630,4.6335e-14,8.9558e-30,1.1775e-05,11.7753,True
1631,6.2665e-13,1.6381e-27,6.4378e-08,0.0644,True
1632,1.9304e-14,1.5545e-30,6.7839e-05,67.8386,True
1633,2.8806e-13,3.4615e-28,3.0466e-07,0.3047,True
1634,8.7568e-13,3.1987e-27,3.2969e-08,0.033,True
1635,2.6891e-12,3.0164e-26,3.4961e-09,0.0035,True
1636,7.3779e-15,2.2707e-31,4.6443e-04,464.4322,False
1637,2.9996e-14,3.7532e-30,2.8098e-05,28.098,True
1638,3.6625e-15,5.5956e-32,1.8846e-03,1884.6291,False
1639,4.6899e-12,9.1753e-26,1.1494e-09,0.0011,True
1640,2.6850e-12,3.0073e-26,3.5067e-09,0.0035,True
1641,9.9377e-14,4.1196e-29,2.5599e-06,2.5599,True
1642,1.3021e-12,7.0729e-27,1.4910e-08,0.0149,True
1643,8.4529e-14,2.9806e-29,3.5381e-06,3.5381,True
1644,2.0259e-13,1.7121e-28,6.1594e-07,0.6159,True
1645,2.1363e-15,1.9038e-32,5.5393e-03,5539.2786,False
1646,6.2190e-13,1.6134e-27,6.5365e-08,0.0654,True
1647,2.9676e-15,3.6737e-32,2.8706e-03,2870.6069,False
1648,1.1366e-12,5.3887e-27,1.9570e-08,0.0196,True
1649,7.8109e-13,2.5450e-27,4.1437e-08,0.0414,True
1650,4.1843e-13,7.3036e-28,1.4439e-07,0.1444,True
1651,1.3607e-15,7.7232e-33,1.3655e-02,13654.5718,False
1652,1.3221e-14,7.2914e-31,1.4463e-04,144.6322,False
1653,9.4025e-15,3.6879e-31,2.8596e-04,285.9561,False
1654,2.1485e-14,1.9255e-30,5.4767e-05,54.7675,True
1655,2.1095e-15,1.8564e-32,5.6809e-03,5680.8671,False
1656,2.9227e-12,3.5632e-26,2.9596e-09,0.003,True
1657,1.1181e-13,5.2153e-29,2.0221e-06,2.0221,True
1658,1.3494e-14,7.5951e-31,1.3885e-04,138.8481,False
1659,2.9405e-14,3.6069e-30,2.9238e-05,29.2378,True
1660,4.5101e-14,8.4852e-30,1.2428e-05,12.4283,True
1661,1.6656e-13,1.1573e-28,9.1123e-07,0.9112,True
1662,8.0813e-14,2.7243e-29,3.8710e-06,3.871,True
1663,2.5165e-12,2.6418e-26,3.9919e-09,0.004,True
1664,6.8905e-14,1.9806e-29,5.3246e-06,5.3246,True
1665,4.6770e-12,9.1245e-26,1.1558e-09,0.0012,True
1666,1.4106e-12,8.3000e-27,1.2706e-08,0.0127,True
1667,5.9057e-15,1.4549e-31,7.2484e-04,724.84,False
1668,2.7685e-12,3.1972e-26,3.2984e-09,0.0033,True
1669,2.6942e-15,3.0280e-32,3.4827e-03,3482.7218,False
1670,1.0561e-12,4.6530e-27,2.2665e-08,0.0227,True
1671,2.5581e-14,2.7297e-30,3.8633e-05,38.6333,True
1672,1.7685e-12,1.3046e-26,8.0833e-09,0.0081,True
1673,1.6252e-12,1.1018e-26,9.5710e-09,0.0096,True
1674,9.5740e-13,3.8236e-27,2.7581e-08,0.0276,True
1675,8.3618e-13,2.9166e-27,3.6157e-08,0.0362,True
1676,1.3397e-14,7.4866e-31,1.4086e-04,140.8615,False
1677,1.9921e-15,1.6555e-32,6.3702e-03,6370.2197,False
1678,3.0947e-14,3.9949e-30,2.6398e-05,26.3978,True
1679,4.3839e-15,8.0170e-32,1.3154e-03,1315.4261,False
1680,3.7205e-13,5.7742e-28,1.8263e-07,0.1826,True
1681,1.9064e-14,1.5160e-30,6.9561e-05,69.5609,True
1682,4.0621e-12,6.8832e-26,1.5321e-09,0.0015,True
1683,2.3493e-13,2.3023e-28,4.5805e-07,0.4581,True
1684,1.1024e-12,5.0693e-27,2.0803e-08,0.0208,True
1685,3.0918e-15,3.9875e-32,2.6447e-03,2644.7269,False
1686,1.5437e-12,9.9407e-27,1.0609e-08,0.0106,True
1687,2.5897e-12,2.7976e-26,3.7695e-09,0.0038,True
1688,6.3333e-14,1.6732e-29,6.3028e-06,6.3028,True
1689,1.7479e-13,1.2744e-28,8.2750e-07,0.8275,True
1690,6.7454e-13,1.8980e-27,5.5561e-08,0.0556,True
1691,4.4333e-15,8.1984e-32,1.2863e-03,1286.3073,False
1692,7.2273e-14,2.1789e-29,4.8399e-06,4.8399,True
1693,2.9829e-14,3.7117e-30,2.8412e-05,28.4122,True
1694,3.4788e-15,5.0484e-32,2.0889e-03,2088.9325,False
1695,2.2882e-14,2.1842e-30,4.8283e-05,48.2828,True
1696,1.7872e-15,1.3324e-32,7.9151e-03,7915.0882,False
1697,1.2459e-15,6.4750e-33,1.6287e-02,16286.7891,False
1698,3.1621e-15,4.1710e-32,2.5284e-03,2528.3565,False
1699,3.6520e-12,5.5636e-26,1.8955e-09,0.0019,True
1700,1.0782e-13,4.8492e-29,2.1747e-06,2.1747,True
1701,3.7372e-12,5.8261e-26,1.8101e-09,0.0018,True
1702,3.9792e-14,6.6051e-30,1.5966e-05,15.966,True
1703,1.4236e-14,8.4544e-31,1.2474e-04,124.7364,False
1704,7.4508e-14,2.3158e-29,4.5539e-06,4.5539,True
1705,4.2242e-14,7.4433e-30,1.4168e-05,14.168,True
1706,2.4595e-15,2.5234e-32,4.1792e-03,4179.164,False
1707,2.3464e-13,2.2966e-28,4.5919e-07,0.4592,True
1708,6.2968e-15,1.6540e-31,6.3761e-04,637.6067,False
1709,1.9581e-13,1.5994e-28,6.5935e-07,0.6593,True
1710,2.5414e-13,2.6942e-28,3.9142e-07,0.3914,True
1711,3.6504e-15,5.5585e-32,1.8972e-03,1897.2286,False
1712,1.6863e-15,1.1862e-32,8.8906e-03,8890.5689,False
1713,7.7270e-13,2.4907e-27,4.2341e-08,0.0423,True
1714,5.0210e-14,1.0516e-29,1.0028e-05,10.028,True
1715,1.6411e-15,1.1235e-32,9.3864e-03,9386.3802,False
1716,4.7861e-12,9.5554e-26,1.1036e-09,0.0011,True
1717,1.6358e-15,1.1162e-32,9.4479e-03,9447.8565,False
1718,3.7232e-13,5.7825e-28,1.8237e-07,0.1824,True
1719,4.3511e-12,7.8974e-26,1.3353e-09,0.0013,True
